	seq_start	importance	length	group_number	is_leader	leader_strength	proximity_label	seq_end	child_sequence_ix	proximity_label_min_start	proximity_label_best_start	proximity_label_best_imp	proximity_label_best_length	parent_seqs
852	30740	0.5604153461247432	3.0	42.0	0.0		48	31773	[30881, 30978, 30757, 30791, 30697, 30860, 30703, 30736, 30774, 30942]	30697	30697	0.8750406904318595	3.5	[30774, 30524, 30703, 30791, 30697, 30736, 30757, 30697, 30697, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236]
610	25929	0.5609170619989109	2.5	30.0	0.0		8	26790	[26341, 26538, 26060, 25965, 26065, 26194, 26297, 26364, 26366]	25739	25794	0.9938796115321821	4.5	[25965, 25807, 25807, 25764, 25160, 25739, 24846, 25794, 24767, 24679, 24624, 24778]
611	129434	0.5610710155328629	2.5	30.0	0.0		44	130295	[129666, 129349, 129676, 129613, 129966, 129362, 129363, 129427, 129780, 129654, 129497, 129469, 129662]	127145	128861	1.114035423795082	10.0	[128952, 129338, 129363, 129055, 128921, 129497, 129497, 128754, 129017, 129362, 129325, 129469, 129247, 128908, 127655, 129349, 128275, 128447, 127994, 129152, 128250, 129427, 128888, 128640, 128459, 128248, 128385, 128887, 128972, 129183, 129251, 127160, 128899, 128980, 128945, 128332, 128813, 127265, 127265, 128999, 129150, 127256, 129336, 128160, 127380, 127145, 129127, 128861, 127315, 129284, 128983, 127350, 128672, 128619, 128447, 129313, 128887, 128661, 128550, 128843, 127474, 127815, 127575, 128722, 127664, 127959]
277	25965	0.5611429710123811	2.0	13.0	0.0		8	26654	[26341, 25929, 26538, 26060, 26065, 26194, 26297, 26364, 26366]	25739	25794	0.9938796115321821	4.5	[25929, 25807, 25807, 25764, 25160, 25739, 24846, 25794, 24767, 24679, 24624, 24778]
359	39780	0.5617760723981634	2.0	17.0	0.0		51	40469	[39939, 40068, 40074, 40337, 40088, 40221, 40229, 40233, 39726, 40372, 40117, 40251, 39741, 40126, 40133, 40006, 40391, 40264, 39753, 40395, 39763, 39909, 40040, 40041, 39786, 40168, 40425, 39928, 40057, 40058, 39935]	39482	40425	1.8934975494246014	10.0	[39482, 39585, 39763, 39786, 39560, 39551, 39741, 39726, 39499, 39628, 39635, 39659, 39672, 39628, 39753]
684	154742	0.5618584080394524	2.5	34.0	0.0		169	155603	[155011, 154756, 155012, 155013, 155274, 155020, 155148, 155276, 154897, 155409, 154780, 155039, 154658, 155556, 155046, 154663, 155055, 155057, 154802, 155573, 155450, 154686, 155460, 155338, 154959, 154960, 155218, 155346, 155220, 155095, 155351, 155482, 154972, 154845, 155230, 154725, 155494, 154731, 155502, 155261]	154536	154756	1.901261814217534	10.0	[154617, 154663, 154658, 154802, 154663, 154686, 154780, 154731, 154725, 154731, 154536, 154536, 154536, 154536, 154536, 154536, 154536, 154536, 154536, 154536, 154536, 154536, 154756, 154585, 154536, 154536, 154536, 154536, 154536, 154536, 154536, 154536, 154536, 154580]
5242	49745	0.5621021443024747	8.5	262.0	0.0		54	52673	[49921, 50947, 50552, 51461, 51716, 50569, 50060, 49805, 49933, 51981, 50064, 49809, 51474, 51602, 50836, 51064, 49814, 50071, 50327, 50328, 50584, 50970, 50588, 51605, 51739, 50209, 50337, 51365, 50854, 51371, 50476, 50223, 51126, 51770, 51266, 50243, 50373, 50374, 51911, 51404, 51532, 50510, 50255, 50645, 51543, 49753, 49882, 51680, 50913, 51042, 50019, 51044, 50791, 50280, 51431, 50923, 50668, 50030, 50287, 49905, 50289, 50675, 51570, 50678, 50423, 49912, 49913, 50556, 51199]	49745	49905	1.37129944604521	10.0	[47534, 49814, 49805, 46460, 49809, 48584, 48477, 48256, 49753, 48316, 47600, 47738]
314	140196	0.5622551463343376	2.0	15.0	0.0		78	140885	[140544, 140546, 140134, 140332, 140237, 140142, 140239, 140464, 140787, 140116, 140631, 140120, 140218]	139895	139895	2.067172185570082	7.0	[140237, 140116, 140239, 140090, 140142, 140022, 140134, 140090, 140039, 140022, 140120, 140218, 139164, 138796, 140022, 139895, 139895, 139895, 139895, 139895, 139895, 139895, 139895, 139895, 139895, 139895, 139895, 139895, 139895, 139895, 139895, 139895, 139895, 139895, 139895, 139895, 139895, 139895, 139895, 139895, 139895, 139895, 139895]
486	336945	0.5623641472208067	2.5	24.0	0.0		111	337806	[337028, 337029, 337319, 337002, 337131, 336974, 336946, 337523, 337303, 337371]	336178	336757	1.8002915277981453	10.0	[336334, 336753, 336854, 336650, 337002, 336188, 336663, 336460, 336788, 336178, 336946, 336293, 336178, 336199, 336825, 336825, 336525, 336552, 336660, 336660, 336660, 336660, 336660, 336607, 337029, 335983, 335983, 335983, 335983, 337028, 336974, 336757]
455	30881	0.5635145287665336	2.5	22.0	0.0		48	31742	[30978, 30860, 30942]	30697	30697	0.8750406904318595	3.5	[30774, 30524, 30703, 30791, 30697, 30740, 30942, 30736, 30860, 30757, 30697, 30697, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236, 30236]
456	170491	0.5637357410977656	2.5	22.0	0.0		59	171352	[170624, 170625, 171010, 171265, 170759, 170899, 170645, 170649, 170908, 171038, 171167, 171040, 171297, 170916, 171176, 171306, 170671, 170928, 170813, 171076, 170949, 170494, 170950, 170952, 170953, 170442, 171080, 170444, 170956, 171206, 171349, 170460, 170973, 170464, 170465, 170976, 171109, 170598, 170858, 170475, 170731, 171243, 171249, 170482, 170750]	169749	170039	1.0041861453954104	10.0	[170494, 170150, 170475, 170298, 170442, 170444, 170402, 170465, 170174, 170212, 169460, 169372, 170274, 170164, 169351, 169278, 169283, 169351, 169351, 169811, 169351, 169351, 169277, 170039, 168685, 169340, 168065, 169449, 169536, 169988, 170081, 169351, 169975, 170293, 169787, 170316, 169499, 167413, 168597, 170460, 170197, 170311, 170482, 169749, 169927, 169992, 169513, 170464]
1022	296208	0.5639235922858473	3.0	51.0	0.0		64	297241	[296291, 296292, 296966, 296796, 296968, 296428, 296269, 296621, 296684, 297072, 296305, 296759, 296186, 297083, 296540, 296286, 296415]	295839	295839	1.407477375126662	10.0	[295861, 296291, 295964, 295947, 296021, 295934, 295985, 296019, 296096, 296065, 295934, 296019, 295866, 295891, 295951, 296269, 295933, 296186, 296091, 296292, 295861, 296286, 295880, 295980, 295839, 293187, 293187, 293187, 293187, 293187, 293187, 293187, 293187, 293187, 293187, 293187, 293187, 293187, 293187, 293190, 293190, 293190, 293190, 293190, 293190, 293190, 293190, 293190, 293190, 293190, 293190, 293190]
324	188834	0.564405328396888	2.0	16.0	0.0		66	189523	[188956, 188782]	188538	188626	1.0123073038643982e-07	3.5	[188626, 188782, 188607, 188546, 188738, 188538, 187662]
589	179932	0.5645046876816658	2.5	29.0	0.0		62	180793	[179973, 180110, 179858, 180627, 179999, 180005, 180263, 180011, 180673, 180163, 180693, 179927, 179930, 180065, 179938, 180455, 180603, 179957, 180475]	177715	177904	1.303215580961394	10.0	[179957, 178765, 178281, 178610, 178417, 179927, 179186, 178162, 179188, 178388, 178509, 178616, 179773, 179938, 179750, 179999, 179930, 178176, 179973, 178605, 179766, 180011, 178900, 179810, 179465, 179828, 179640, 179817, 177796, 179858, 179690, 180005, 179360, 178860, 177981, 178868, 179064, 179077, 178644, 178613, 177910, 177910, 178034, 178905, 178785, 177910, 178226, 177910, 179214, 178911, 177764, 178455, 178435, 177910, 178228, 177904, 178045, 178013, 177910, 179586, 178015, 178506, 178388, 177781, 179655, 178309, 178488, 177942, 178041, 178457, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 177764, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 179679, 177759]
278	21372	0.564644666547202	2.0	13.0	0.0		14	22061	[21479, 21351, 21483, 21780, 22015]	20013	20072	0.9572298703808853	8.5	[21186, 21137, 20818, 20691, 20980, 21351, 20618, 20555, 20627, 20181, 20824, 20127, 20761, 20050, 20127, 20638, 20127, 20417, 20180, 20589, 20576, 20530, 20072, 20652, 20470, 20813, 20013, 20167, 20226]
1382	283204	0.5649952583538985	3.5	69.0	0.0		143	284409	[283233, 283394, 283525, 283176, 283528, 283575]	282898	283176	1.5374398694586227	5.5	[283058, 282961, 282963, 281611, 281852, 281868, 281619, 281381, 281565, 281323, 281632, 283233, 281602, 282695, 282478, 282898, 282438, 281508, 281469, 283176, 281680, 281812, 282326, 282326, 282326, 282326, 282326, 282326, 282326, 282326, 282326, 282326, 282326, 282326, 282326, 282326, 282359, 282359, 282359, 282359, 282359, 282359, 282359, 282359, 282359, 282359, 282359, 282359, 282359, 282387, 282387, 282387, 282387, 282387, 282387, 282387, 282387, 282387, 282387, 282340, 282340, 282340, 282340, 282340, 282340, 282340, 282340, 282340, 282340, 282340, 282340, 282340, 282360, 282360, 282360, 282360, 282360, 282360, 282360, 282360, 282360, 282364, 282364, 282364, 282364, 282364, 282364, 282364, 282364, 282364, 282416, 282416, 282416, 282416, 282416, 282416, 282416, 282416, 282416, 282416, 281686]
1224	202600	0.5652671035148271	3.5	61.0	0.0		98	203805	[202880, 203139, 203655, 202764, 202900, 202517, 202905, 203421, 202782, 203560, 202798, 202671, 203569, 202548, 202679, 202551, 202939, 203710, 202687, 202943, 203584, 203208, 203338, 202699, 203343, 202706, 202836, 203363, 202596, 203108, 203495, 202857, 202732, 202992, 202994, 202749, 202622]	201508	202052	1.9321184224985595	10.0	[202596, 202596, 202596, 202596, 202187, 202596, 202251, 201792, 202450, 202551, 202671, 201734, 202596, 201569, 202679, 201969, 202201, 201802, 202026, 202040, 202137, 202334, 201907, 202388, 202148, 202517, 202517, 202517, 202517, 202622, 202622, 202517, 202517, 202517, 202517, 202517, 202517, 202517, 202517, 202052, 202548, 202548, 202548, 202548, 202548, 202548, 202548, 202548, 202548]
883	156297	0.5654249877752059	3.0	44.0	0.0		68	157330	[156803, 156551, 156425, 156553, 156556, 156937, 156305, 156691, 156436, 156579, 156581, 156329, 156718, 156465, 156723, 157107, 156853, 156215, 156224, 156480, 156228, 156616, 156872, 156362, 156748, 156622, 156241, 157271, 156760, 156763, 156636, 156511, 156644, 156647, 156651, 156268, 156269, 157166, 156655, 157294, 156786, 156789, 156927]	156199	157661	1.7351864055133737	10.0	[155766, 155274, 155450, 154897, 155011, 155148, 155338, 155494, 155351, 155276, 155919, 155261, 155409, 155020, 155848, 155460, 155761, 155095, 155985, 155573, 156215, 156228, 156268, 154617, 156362, 156269, 155057, 156305, 155346, 155482, 156199, 154658, 155982, 156208, 156016, 154972, 155039, 155502, 155556, 156329, 155148, 156224, 155055, 155220, 155218, 155046, 156241, 154686, 154780, 154731, 154725, 154845, 155013, 154731, 155902, 154536, 154536, 154536, 154536, 154536, 154536, 154536, 154536, 154756, 155230, 154585, 154536, 154536, 154536, 154536, 154536, 154536, 154536, 154536, 154536, 154580]
469	395972	0.5657868741183707	2.5	23.0	0.0		20	396833	[396283, 396011, 396299, 396083, 395958, 395963, 395933, 396094, 396127]	395611	395842	1.0779710240863192	8.0	[395787, 394053, 393855, 395628, 395958, 395695, 394153, 395963, 394128, 394055, 395611, 395933, 394056, 394127, 395684, 394342, 393991, 395039, 394779, 395793, 396011, 394989, 394291, 395842, 395055, 394090, 395396, 395228]
170	50645	0.5666115742498505	2.0	8.0	0.0		54	51334	[50947, 50569, 50836, 50584, 50970, 50588, 50854, 51126, 51266, 50913, 51042, 51044, 50791, 50923, 50668, 50675, 50678, 51064, 51199]	49745	49905	1.37129944604521	10.0	[50373, 50223, 50287, 50255, 50289, 50328, 50588, 50337, 49745, 50584, 50209, 50476, 49905, 50060, 49882, 50280, 50556, 50030, 50019, 49814, 49805, 50064, 49809, 48584, 50423, 48477, 48256, 49913, 50675, 49753, 48316, 50678, 49933, 49905, 49882, 49912, 47738, 50569, 50071, 50668, 49921, 50327, 50510, 50243, 50552, 50374]
1023	156853	0.566749673346752	3.0	51.0	0.0		68	157886	[156803, 157701, 157703, 156937, 157591, 157464, 157342, 157485, 157107, 157619, 157372, 157628, 156872, 157271, 157400, 157661, 157166, 157294, 156786, 156789, 156927]	156199	157661	1.7351864055133737	10.0	[155274, 155450, 154897, 156872, 156636, 156651, 156763, 155011, 155148, 156760, 156465, 155338, 155494, 156803, 156579, 156511, 155919, 156655, 156297, 156937, 156748, 155985, 155573, 156644, 156647, 156215, 156553, 156480, 156228, 156268, 154617, 156362, 156718, 156622, 156786, 156269, 156425, 156723, 156305, 155346, 156616, 155482, 156199, 156436, 155982, 156208, 156016, 154972, 156551, 156927, 156691, 155039, 156556, 155502, 155556, 156329, 155148, 156224, 155055, 156581, 155220, 155218, 155046, 156241, 156789, 154780, 154731, 154725, 154845, 155013, 154731, 155902, 154756, 155230, 154585, 154580]
721	201508	0.567385554593346	2.5	36.0	0.0		98	202369	[201792, 201569, 202052, 201734, 202148, 201802, 202026, 202187, 202201, 202251, 201969, 201907, 202040, 202137, 202334]	201508	202052	1.9321184224985595	10.0	[201569]
315	310595	0.5676373939768669	2.0	15.0	0.0		90	311284	[310656, 310561, 311270, 310985, 310541, 310576, 310672, 310714, 311095, 310713, 310682, 310654]	308586	309709	0.8822457023797617	10.0	[309302, 309299, 310256, 310067, 310183, 310167, 310409, 310561, 310065, 310474, 309303, 310148, 310576, 310672, 310311, 310421, 310103, 310020, 310153, 310082, 310074, 309667, 309659, 309709, 310116, 310654, 309925, 309659, 309905, 310087, 310326, 309824, 309837, 310107, 310428, 310258, 310499, 310656, 308825, 310382, 309282, 310243, 309433, 309478, 310541, 308840, 310034, 308839, 308781, 308763, 309550, 309384, 308841, 310080, 308796, 309896, 309133, 309503, 309786, 308856, 309818, 309880, 308781, 308781, 308858, 308797, 308791, 309025, 309121, 308903, 308893, 309096, 308890, 308781, 309063, 308883, 308586, 308586, 308586, 308586, 308586, 308586, 308586, 308586, 308586, 308635, 308781]
3242	100091	0.5678732979185123	6.0	162.0	0.0		75	102158	[101121, 100611, 100739, 101126, 100743, 100490, 100749, 100368, 100241, 100625, 100752, 100883, 101009, 101265, 101649, 100761, 100894, 100640, 100771, 100903, 100649, 100522, 100526, 101810, 100149, 100406, 100662, 100663, 100790, 101177, 100796, 100158, 100670, 100032, 101441, 100293, 102007, 100425, 100042, 100299, 100050, 100434, 100563, 100949, 100439, 100568, 100441, 100452, 100453, 100708, 101994, 100720, 100465, 100724, 100854, 101239, 100600, 100733, 101118]	99505	99894	0.9748570488937299	10.0	[99681, 99721, 99578, 99685, 99877, 99651, 99668, 99537, 99804, 99635, 99583, 99651, 99693, 100042, 99795, 99857, 100050, 100032, 99717, 99973, 99608, 99574, 99894, 99648, 99803, 98967, 99645, 99505, 100158, 99774, 99922, 100149]
1684	100708	0.5679225482495925	4.0	84.0	0.0		75	102086	[101121, 100739, 101126, 100743, 100749, 100752, 100625, 101009, 100883, 101265, 101649, 100761, 100894, 100640, 100771, 100903, 100649, 101810, 100662, 100663, 100790, 101177, 100796, 100670, 101441, 102007, 100949, 101994, 100720, 100724, 100854, 101239, 100733, 101118]	99505	99894	0.9748570488937299	10.0	[99681, 100749, 100600, 100441, 100720, 100452, 99578, 100091, 100563, 99685, 99877, 99668, 100299, 99537, 100406, 99804, 100625, 99635, 99583, 100761, 100790, 99651, 100490, 100640, 99693, 100042, 99795, 100526, 100425, 100293, 100670, 99857, 100050, 100368, 100032, 99717, 99973, 100434, 100724, 100522, 100568, 100663, 100752, 100465, 100453, 99574, 100743, 99894, 100439, 100611, 100649, 100739, 99648, 99803, 100662, 98967, 99645, 99505, 100158, 100241, 99774, 100662, 100733, 100771, 99922, 100149]
190	288781	0.5683012188498133	2.0	9.0	0.0		84	289470	[289161, 289043, 289044, 288789, 288799, 289311, 288805, 289067, 288945, 288819, 289346, 288835, 289099, 288845, 289357, 288850, 288978, 288858, 289258, 289259, 289132, 288894]	288781	288799	1.227658941460053	6.5	[288566, 287565, 287475, 287567, 287861, 288858, 288835, 288805, 288789, 288850, 288845, 288819, 288799, 287476, 287424, 287628, 288605, 287916, 287714, 287611, 288497, 287408, 287484]
236	353393	0.5684382763252469	2.0	11.0	0.0		41	354082	[353405]	353039	353151	0.8711565545014702	4.5	[351696, 353174, 353305, 353164, 353405, 353039, 351447, 351447, 351556, 352442, 351518, 353246, 353151, 352218, 352377, 353242, 352045, 353122, 352639, 352182, 350925, 351676, 352222, 351706, 351314, 353246, 351310, 351423, 351092, 351179, 351188, 351365, 350783, 350502]
1742	315356	0.5687713749681043	4.0	87.0	0.0		57	316734	[315361, 315704, 315427, 316131, 315718, 315466, 315403, 315562, 315410, 315701, 315478, 315959, 315384, 315321, 315675, 315615]	314630	314862	1.4634112402318455	10.0	[315427, 315242, 315257, 315268, 315321, 315361, 315065, 315230, 315248, 315384, 315232, 315235, 315185, 315258, 315239, 315254, 314692, 314753, 315123, 315410, 313248, 315242, 314816, 315101, 315403, 315029, 314988, 315160, 312348, 312856, 312915, 312937, 314630, 314862]
219	50584	0.5690891785479788	2.0	10.0	0.0		54	51273	[50947, 50569, 50836, 51064, 50970, 50588, 50854, 51126, 51266, 50510, 50645, 50913, 51042, 51044, 50791, 50923, 50668, 50675, 50678, 50552, 50556, 51199]	49745	49905	1.37129944604521	10.0	[50373, 50223, 50287, 50255, 50289, 50328, 50588, 50337, 49745, 50645, 50209, 50476, 49905, 50060, 49882, 50280, 50556, 50030, 50019, 49814, 49805, 50064, 49809, 48584, 50423, 48477, 48256, 49913, 49753, 48316, 49933, 49905, 49882, 49912, 47738, 50569, 50071, 50668, 49921, 50327, 50510, 50243, 50552, 50374]
171	343430	0.5691822746394091	2.0	8.0	0.0		79	344119	[343681, 343563, 343570, 343964, 343459, 343461, 343464, 343472, 343473, 343604, 343357, 343359, 344001, 343362, 343746, 343748, 343752, 343881, 343498, 344010, 343759, 343762, 343892, 343896, 343643, 343387, 343773, 343789, 343535, 343665, 343410, 343414, 343415]	343243	343410	1.8774745190075663	10.0	[343498, 343473, 343472, 342093, 342253, 342515, 340421, 342228, 343459, 342390, 343362, 343414, 343357, 342303, 343461, 341408, 343464, 341804, 343387, 342080, 341807, 342212, 341878, 343359, 342048, 342532, 342048, 341440, 343362, 343362, 342314, 341612, 341276, 342546, 342251, 343410, 343410, 343410, 343410, 343410, 343410, 343410, 343410, 343410, 343410, 343410, 343410, 343410, 343410, 340571, 343415, 343415, 343415, 343415, 343415, 343415, 343415, 343415, 343415, 343243, 343243, 343243, 343243, 343243, 343243, 343243, 343243, 343243]
510	390990	0.5693295292426199	2.5	25.0	0.0		7	391851	[391096]	390990	390990	0.7839264061909462	2.5	[389722, 388735, 388806, 388844, 388735, 390719, 390526, 390684, 390406, 390587, 390319, 390362, 390369, 390741, 390677, 390372, 390816, 390775, 388984, 390362, 390362, 390294, 389514, 390709, 390419, 389494, 390362, 389775, 388835, 389366, 390747, 388735, 389535, 388829, 390309, 390362, 388086, 388941, 390504, 390504, 390504, 390504, 390504, 390504, 390504, 390504, 390504, 390504, 390504, 390504, 390504, 390504]
4824	192110	0.5695266811541682	8.0	241.0	0.0		123	194866	[193920, 192257, 194309, 193676, 194444, 194321, 193938, 194066, 193302, 193432, 193433, 192154, 193435, 192413, 193438, 194463, 193569, 194593, 193315, 192036, 192932, 193573, 194721, 192170, 193578, 193452, 194223, 192562, 193458, 192311, 192185, 194749, 194240, 193985, 192834, 194498, 194251, 192332, 193616, 194129, 193746, 193748, 194004, 193622, 194644, 194139, 193756, 192221, 194140, 193631, 194142, 192225, 194145, 192995, 192228, 192229, 193763, 194787, 194024, 193003, 193388, 194028, 194289, 194546, 193524, 193398, 193783, 194038, 192379, 193532, 193791]	191844	192413	0.7377018342927013	10.0	[192154, 192185, 192170, 191252, 191984, 191517, 191269, 190646, 191895, 190629, 191284, 191585, 190775, 190810, 191057, 191884, 190822, 190894, 190804, 190763, 191061, 190826, 190896, 190793, 190812, 190838, 191190, 190861, 190751, 190950, 190586, 190586, 190586, 190586, 191008, 190940, 190998, 192036, 190586, 190586, 190586, 190586, 190586, 190586, 190586, 190586, 190897, 190854, 190671, 191844, 190586, 190586, 190586, 190586, 190586, 190586, 190586, 190586, 190586, 190671]
